codigo_ibge,anomes_s,formento_qtd_familias_beneficiarias_i,formento_qtd_familias_beneficiarias_acumulado_i
220779,201812,48,48
220850,201812,49,148
220880,201812,55,55
221040,201812,3,14
221050,201812,80,80
221095,201812,1,1
221120,201812,1,1
231130,201812,9,468
231140,201812,10,559
250020,201812,30,30
250053,201812,1,7
250073,201812,7,19
250115,201812,20,20
250170,201812,2,28
250240,201812,30,30
250340,201812,35,35
250355,201812,36,36
250390,201812,4,19
250407,201812,10,10
250415,201812,4,226
250500,201812,20,69
250540,201812,1,1
250590,201812,20,20
250650,201812,10,10
250770,201812,20,20
250780,201812,23,23
250850,201812,1,39
250870,201812,24,24
250880,201812,11,21
250960,201812,20,20
250970,201812,17,104
251030,201812,20,20
251070,201812,10,10
251080,201812,27,65
251150,201812,21,87
251220,201812,5,30
251230,201812,1,1
251260,201812,14,14
251300,201812,11,11
251310,201812,59,154
251340,201812,16,16
251350,201812,48,48
251380,201812,37,59
251385,201812,9,9
251394,201812,1,14
251400,201812,5,5
251410,201812,1,26
251440,201812,28,84
251450,201812,30,30
251455,201812,42,42
251460,201812,15,15
251470,201812,29,29
251490,201812,20,34
251520,201812,7,33
251630,201812,13,70
251710,201812,11,44
251740,201812,1,17
260180,201812,15,91
260210,201812,1,662
260330,201812,46,46
260370,201812,2,53
260690,201812,42,149
260700,201812,9,399
260730,201812,1,309
260830,201812,1,53
261120,201812,1,51
261180,201812,1,57
261190,201812,2,57
261300,201812,1,293
261360,201812,3,200
261460,201812,2,211
261570,201812,1,136
270160,201812,2,276
270235,201812,2,276
270240,201812,8,304
270310,201812,1,222
270330,201812,8,231
270350,201812,10,10
270380,201812,40,40
270500,201812,11,346
270510,201812,1,1
270520,201812,1,1
270550,201812,60,107
270580,201812,1,199
270630,201812,2,193
270730,201812,1,1
270740,201812,27,27
270800,201812,12,362
270840,201812,5,359
270850,201812,42,42
270920,201812,2,454
280540,201812,2,755
280550,201812,1,127
280560,201812,34,264
290050,201812,51,60
290080,201812,1,1
290115,201812,75,554
290130,201812,14,14
290135,201812,91,94
290160,201812,22,269
290180,201812,14,14
290250,201812,53,53
290265,201812,8,734
290300,201812,1,145
290320,201812,44,44
290390,201812,33,273
290400,201812,3,3
290405,201812,122,123
290475,201812,1,1
290490,201812,81,514
290500,201812,19,65
290520,201812,52,75
290530,201812,30,421
290590,201812,41,851
290600,201812,651,2392
290610,201812,21,22
290620,201812,84,378
290680,201812,1,751
290682,201812,48,309
290685,201812,17,44
290687,201812,7,7
290720,201812,136,1720
290780,201812,41,411
290790,201812,28,184
290840,201812,16,410
290910,201812,26,26
290980,201812,20,20
290990,201812,90,1001
291040,201812,1,1
291075,201812,147,535
291085,201812,75,76
291120,201812,1,1
291125,201812,54,55
291130,201812,30,189
291165,201812,3,7
291170,201812,16,31
291190,201812,5,5
291200,201812,46,92
291250,201812,75,105
291300,201812,73,73
291310,201812,86,327
291410,201812,25,184
291430,201812,19,48
291500,201812,43,72
291685,201812,53,92
291700,201812,9,814
291770,201812,55,55
291780,201812,14,14
291835,201812,81,163
291840,201812,105,964
291915,201812,32,254
292060,201812,57,328
292080,201812,20,20
292140,201812,80,92
292150,201812,113,1530
292170,201812,131,132
292205,201812,110,188
292225,201812,8,369
292230,201812,38,38
292240,201812,1,1
292273,201812,103,192
292285,201812,35,52
292370,201812,42,620
292380,201812,157,512
292405,201812,1,113
292430,201812,1,3
292440,201812,56,922
292450,201812,38,93
292490,201812,1,1
292525,201812,28,28
292530,201812,95,95
292550,201812,269,269
292595,201812,153,160
292600,201812,56,859
292610,201812,15,232
292630,201812,3,113
292650,201812,47,289
292680,201812,13,67
292690,201812,56,56
292760,201812,23,221
292800,201812,1,474
292810,201812,65,65
292820,201812,63,63
292850,201812,67,77
292860,201812,2,4
292890,201812,391,391
292895,201812,36,123
292900,201812,43,44
292925,201812,17,337
292937,201812,1,4
292990,201812,220,225
293000,201812,1,27
293010,201812,253,255
293015,201812,30,279
293020,201812,34,586
293070,201812,26,100
293075,201812,18,226
293077,201812,7,175
293120,201812,17,17
293190,201812,2,734
293200,201812,127,716
293245,201812,25,26
293290,201812,59,59
293300,201812,64,268
293305,201812,12,12
293340,201812,35,78
293360,201812,58,230
310030,201812,12,36
310040,201812,2,17
310060,201812,5,91
310090,201812,17,176
310110,201812,8,75
310170,201812,16,151
310230,201812,7,16
310240,201812,8,48
310250,201812,23,39
310270,201812,8,81
310285,201812,3,64
310290,201812,1,8
310340,201812,11,163
310370,201812,4,9
310440,201812,4,21
310445,201812,7,90
310520,201812,16,103
310550,201812,10,10
310560,201812,1,3
310570,201812,5,16
310610,201812,1,3
310650,201812,29,119
310660,201812,4,71
310665,201812,26,100
310680,201812,7,7
310700,201812,4,14
310720,201812,1,1
310730,201812,15,178
310750,201812,5,5
310825,201812,8,69
310860,201812,4,247
310870,201812,5,5
310880,201812,6,89
310930,201812,1,29
310960,201812,5,7
311010,201812,11,11
311020,201812,3,4
311170,201812,24,39
311205,201812,5,27
311220,201812,1,3
311230,201812,10,131
311290,201812,5,5
311330,201812,9,9
311380,201812,3,15
311480,201812,3,3
311545,201812,12,91
311547,201812,33,257
311610,201812,31,99
311615,201812,10,79
311630,201812,5,5
311650,201812,1,44
311670,201812,4,11
311700,201812,5,53
311750,201812,21,118
311783,201812,8,84
311880,201812,1,226
311890,201812,14,17
311950,201812,16,75
312015,201812,5,80
312030,201812,12,176
312087,201812,15,78
312090,201812,2,15
312100,201812,2,67
312160,201812,35,204
312190,201812,1,1
312200,201812,4,4
312220,201812,1,14
312235,201812,1,32
312245,201812,55,71
312260,201812,6,21
312270,201812,5,12
312310,201812,4,23
312330,201812,3,15
312352,201812,1,2
312380,201812,1,87
312400,201812,6,20
312410,201812,1,4
312430,201812,38,359
312490,201812,1,1
312540,201812,2,44
312550,201812,12,50
312560,201812,12,80
312570,201812,7,7
312650,201812,23,101
312660,201812,1,73
312670,201812,2,244
312675,201812,5,96
312690,201812,7,10
312695,201812,3,60
312705,201812,2,44
312707,201812,12,108
312733,201812,5,151
312750,201812,1,27
312760,201812,2,42
312780,201812,1,183
312825,201812,11,125
312840,201812,3,4
312880,201812,3,7
312960,201812,2,79
312965,201812,11,98
313005,201812,7,93
313120,201812,4,10
313200,201812,4,125
313250,201812,1,115
313270,201812,1,115
313330,201812,1,49
313400,201812,4,47
313470,201812,1,70
313505,201812,8,230
313510,201812,8,349
313520,201812,46,289
313535,201812,1,160
313540,201812,2,9
313545,201812,10,102
313550,201812,13,27
313560,201812,1,101
313580,201812,3,126
313600,201812,18,70
313650,201812,9,20
313652,201812,13,74
313655,201812,5,70
313657,201812,27,86
313665,201812,1,10
313680,201812,11,145
313695,201812,12,69
313700,201812,10,43
313730,201812,1,142
313770,201812,1,4
313790,201812,6,6
313810,201812,6,53
313835,201812,10,83
313850,201812,3,3
313860,201812,2,16
313890,201812,2,79
313920,201812,9,69
313925,201812,18,238
313930,201812,4,191
313950,201812,3,5
314000,201812,17,40
314055,201812,3,65
314085,201812,7,293
314100,201812,40,280
314150,201812,3,11
314180,201812,13,65
314200,201812,17,134
314210,201812,6,10
314250,201812,6,17
314290,201812,22,511
314315,201812,17,64
314330,201812,3,199
314345,201812,26,88
314370,201812,13,46
314465,201812,1,62
314467,201812,1,27
314490,201812,6,35
314505,201812,9,122
314530,201812,11,90
314535,201812,10,76
314537,201812,7,69
314540,201812,5,5
314585,201812,7,18
314620,201812,7,142
314625,201812,12,110
314630,201812,10,87
314640,201812,4,7
314655,201812,8,325
314660,201812,4,5
314675,201812,14,50
314750,201812,1,17
314780,201812,3,8
314795,201812,1,68
314830,201812,15,47
314850,201812,1,41
314870,201812,2,46
314880,201812,13,41
314900,201812,12,24
314915,201812,19,130
315057,201812,18,116
315080,201812,11,41
315210,201812,2,18
315220,201812,2,498
315230,201812,3,3
315240,201812,10,116
315310,201812,3,5
315320,201812,14,35
315400,201812,2,33
315445,201812,13,46
315450,201812,1,67
315460,201812,11,11
315500,201812,3,14
315510,201812,3,87
315520,201812,14,14
315540,201812,1,1
315560,201812,22,161
315570,201812,2,5
315580,201812,1,14
315590,201812,6,10
315645,201812,5,5
315650,201812,20,124
315660,201812,21,60
315700,201812,7,178
315710,201812,7,68
315720,201812,5,9
315725,201812,1,48
315727,201812,3,4
315737,201812,1,86
315760,201812,1,71
315765,201812,4,80
315790,201812,12,31
315820,201812,2,77
315850,201812,2,2
315870,201812,6,6
315930,201812,3,7
315940,201812,2,2
316000,201812,4,7
316020,201812,1,30
316030,201812,8,67
316045,201812,12,80
316060,201812,19,52
316100,201812,10,35
316110,201812,5,244
316140,201812,7,15
316150,201812,8,17
316225,201812,1,144
316240,201812,22,204
316245,201812,20,90
316250,201812,1,6
316265,201812,9,135
316270,201812,13,145
316330,201812,2,23
316380,201812,13,32
316410,201812,5,55
316420,201812,6,108
316450,201812,9,42
316480,201812,3,11
316555,201812,20,111
316556,201812,7,15
316590,201812,1,50
316600,201812,9,20
316640,201812,2,2
316650,201812,1,24
316695,201812,61,165
316710,201812,16,95
316720,201812,4,10
316800,201812,10,128
316840,201812,3,24
316850,201812,4,17
316860,201812,3,104
316900,201812,7,10
316920,201812,1,1
316935,201812,4,19
316950,201812,2,2
316970,201812,5,75
316990,201812,2,4
317000,201812,12,159
317030,201812,2,21
317050,201812,4,4
317065,201812,1,63
317080,201812,8,75
317090,201812,27,217
317103,201812,29,243
317107,201812,8,60
317130,201812,2,14
317140,201812,6,21
317160,201812,24,134
317180,201812,1,36
317200,201812,2,4
320040,201812,36,42
320050,201812,1,29
320060,201812,120,120
320120,201812,37,37
320160,201812,1,8
320220,201812,1,7
320230,201812,1,31
320245,201812,3,8
320250,201812,1,6
320255,201812,1,22
320265,201812,1,20
320280,201812,6,6
320300,201812,4,35
320310,201812,5,21
320316,201812,3,26
320320,201812,1,34
320420,201812,11,15
320430,201812,91,118
320435,201812,1,2
320440,201812,1,11
320450,201812,5,30
320460,201812,1,18
320500,201812,32,32
320503,201812,15,48
320520,201812,9,11
410030,201812,21,21
410040,201812,10,10
410305,201812,26,76
410310,201812,30,107
410370,201812,3,3
410420,201812,21,23
410460,201812,30,30
410490,201812,15,47
410510,201812,27,38
410520,201812,21,90
410620,201812,19,19
410800,201812,35,35
410880,201812,57,57
410975,201812,20,41
410980,201812,3,3
411010,201812,7,7
411020,201812,38,171
411070,201812,28,28
411200,201812,18,18
411320,201812,27,27
411370,201812,43,391
411430,201812,4,4
411460,201812,1,1
411940,201812,23,48
411990,201812,18,60
412150,201812,37,37
412220,201812,14,103
412402,201812,15,15
412550,201812,30,30
412570,201812,1,1
412667,201812,25,40
412760,201812,41,41
412853,201812,20,57
412863,201812,37,126
420070,201812,1,13
420243,201812,2,4
420253,201812,1,10
420310,201812,2,5
420325,201812,1,6
420340,201812,3,7
420350,201812,4,9
420410,201812,1,4
420420,201812,20,20
420455,201812,1,5
420500,201812,9,17
420517,201812,7,8
420519,201812,1,2
420535,201812,2,3
420550,201812,1,27
420620,201812,3,8
420660,201812,1,4
420665,201812,3,4
420720,201812,7,17
420768,201812,29,33
420810,201812,2,14
420917,201812,1,4
420930,201812,3,13
420970,201812,3,26
421010,201812,1,4
421085,201812,1,3
421110,201812,2,5
421189,201812,2,7
421200,201812,4,7
421223,201812,5,10
421265,201812,2,2
421340,201812,9,11
421380,201812,1,13
421450,201812,1,5
421550,201812,1,6
421640,201812,3,13
421680,201812,14,34
421720,201812,1,2
421730,201812,6,8
421780,201812,1,9
421790,201812,1,1
421915,201812,2,2
430120,201812,15,114
430130,201812,10,54
430245,201812,28,125
430545,201812,2,24
430580,201812,31,111
430607,201812,2,78
430720,201812,1,49
430730,201812,29,156
430830,201812,38,139
430840,201812,17,64
430880,201812,1,28
430912,201812,17,51
431125,201812,2,184
431270,201812,95,196
431440,201812,36,181
431470,201812,68,188
431535,201812,1,1
431540,201812,173,888
431555,201812,15,37
431560,201812,1,61
431645,201812,2,46
431690,201812,7,21
432010,201812,11,11
432120,201812,6,48
432135,201812,1,26
432140,201812,129,379
530010,201812,177,648
